Airline,Source,Destination,Route,Duration,Total_Stops,month,day in a month,Dep_hour,Dep_minute,Arrival_Hour,Arrival_Minute
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5,9,11,10,14,5
IndiGo,Banglore,New Delhi,BLR → DEL,175,0,3,3,7,10,10,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,5,27,8,0,19,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,835,1,6,24,7,5,21,0
Air India,Banglore,Delhi,BLR → DEL,165,0,6,24,6,10,8,55
Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,970,2,6,15,12,15,4,25
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3,24,17,45,20,5
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,6,18,8,20,10,35
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,6,21,13,15,14,45
Air Asia,Banglore,Delhi,BLR → DEL,170,0,5,6,4,55,7,45
Air India,Kolkata,Banglore,CCU → DEL → VGA → BLR,1620,2,5,6,7,0,10,0
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,5,12,6,50,10,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1425,1,6,12,19,15,19,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,765,1,3,9,7,0,19,45
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,440,1,6,1,11,40,19,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,5,18,18,55,19,50
Air India,Banglore,New Delhi,BLR → MAA → DEL,1510,1,3,21,11,50,13,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,600,1,5,18,9,15,19,15
GoAir,Delhi,Cochin,DEL → AMD → COK,355,1,4,9,7,25,13,20
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1520,1,6,9,9,35,10,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,4,6,2,15,12,35
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,400,1,5,21,14,5,20,45
IndiGo,Banglore,Delhi,BLR → DEL,180,0,5,18,16,55,19,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1530,1,6,9,17,30,19,0
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,5,21,20,15,19,15
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,5,1,11,35,14,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,760,1,3,1,5,45,18,25
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,5,15,10,55,7,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1575,1,6,12,14,5,16,20
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,4,3,9,0,11,25
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,6,6,8,25,16,20
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5,1,11,10,14,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,705,1,3,21,7,5,18,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,470,1,6,12,11,25,19,15
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,21,9,10,10,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,5,27,11,30,1,30
IndiGo,Banglore,New Delhi,BLR → DEL,170,0,3,15,10,10,13,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,795,1,5,15,6,0,19,15
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,5,15,7,5,9,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,6,15,7,0,19,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,640,1,3,1,14,5,0,45
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,575,1,3,6,16,0,1,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,330,1,6,9,7,5,12,35
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,3,24,15,50,17,20
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,27,19,35,21,55
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,555,1,6,9,2,15,11,30
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,6,9,19,55,22,25
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,6,21,20,22,50
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,3,3,6,20,7,40
IndiGo,Kolkata,Banglore,CCU → BOM → BLR,345,1,3,24,5,35,11,20
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,505,1,5,12,9,35,18,0
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,3,17,45,20,45
Vistara,Chennai,Kolkata,MAA → CCU,140,0,5,3,17,45,20,5
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4,12,18,25,21,20
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,5,21,10,35,19,0
SpiceJet,Chennai,Kolkata,MAA → CCU,155,0,3,12,9,30,12,5
Air India,Kolkata,Banglore,CCU → BOM → BLR,545,1,6,12,9,25,18,30
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,5,18,15,45,22,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1210,1,6,1,22,50,19,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,5,1,9,0,19,15
Air India,Kolkata,Banglore,CCU → JAI → BOM → BLR,1610,2,5,9,8,20,11,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,860,1,6,24,4,55,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,620,1,3,9,15,15,1,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,780,1,3,21,18,40,7,40
IndiGo,Delhi,Cochin,DEL → BOM → COK,300,1,6,3,16,0,21,0
Air India,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,1650,3,5,6,7,0,10,30
Air India,Kolkata,Banglore,CCU → MAA → BLR,1440,1,6,9,14,35,14,35
IndiGo,Delhi,Cochin,DEL → BOM → COK,965,1,4,24,4,55,21,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1135,1,3,6,14,5,9,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1695,1,4,1,16,30,20,45
Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,1490,2,6,9,11,45,12,35
Vistara,Delhi,Cochin,DEL → COK,190,0,6,3,14,40,17,50
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,5,18,11,40,19,0
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3,27,14,40,17,5
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,6,6,15,15,17,45
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,665,1,5,12,21,10,8,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,375,1,3,21,7,0,13,15
Vistara,Kolkata,Banglore,CCU → DEL → BLR,965,1,5,24,17,0,9,5
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3,18,12,0,13,25
GoAir,Kolkata,Banglore,CCU → AMD → BLR,455,1,5,9,16,40,0,15
GoAir,Delhi,Cochin,DEL → BOM → COK,310,1,6,24,14,25,19,35
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,1390,2,6,12,12,0,11,10
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,5,6,22,45,0,15
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,765,1,6,24,9,45,22,30
Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,2315,2,3,18,8,50,23,25
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1285,1,5,1,17,0,14,25
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,6,3,7,0,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,760,1,6,6,12,50,1,30
IndiGo,Delhi,Cochin,DEL → BOM → COK,480,1,3,3,7,30,15,30
Multiple carriers,Delhi,Cochin,DEL → IDR → BOM → COK,630,2,3,3,15,5,1,35
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,6,15,7,5,9,25
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,805,2,5,24,9,50,23,15
Air India,Kolkata,Banglore,CCU → MAA → BLR,1440,1,5,1,14,35,14,35
Air India,Kolkata,Banglore,CCU → BOM → BLR,545,1,5,18,9,25,18,30
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,5,9,19,30,4,25
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,9,8,30,11,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,5,21,6,30,19,50
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1440,1,6,9,20,20,20,20
Jet Airways,Delhi,Cochin,DEL → UDR → BOM → COK,2045,2,3,3,18,20,4,25
Air India,Kolkata,Banglore,CCU → DEL → BLR,925,1,5,6,17,30,8,55
IndiGo,Delhi,Cochin,DEL → BOM → COK,625,1,5,18,10,35,21,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,600,1,6,1,9,0,19,0
IndiGo,Delhi,Cochin,DEL → HYD → COK,275,1,6,24,7,35,12,10
GoAir,Banglore,New Delhi,BLR → DEL,175,0,3,15,20,55,23,50
Air India,Banglore,Delhi,BLR → DEL,170,0,6,9,21,5,23,55
Air India,Mumbai,Hyderabad,BOM → HYD,90,0,5,9,13,55,15,25
IndiGo,Delhi,Cochin,DEL → COK,195,0,6,1,5,35,8,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,5,21,10,20,19,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,415,1,6,3,18,35,1,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,6,12,16,30,22,35
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,985,2,3,27,4,55,21,20
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,315,1,6,9,15,15,20,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,810,1,6,6,7,30,21,0
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1555,1,5,6,7,10,9,5
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,5,9,20,15,19,15
SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,435,1,5,12,11,35,18,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1400,1,5,15,18,55,18,15
Air India,Kolkata,Banglore,CCU → DEL → BLR,1615,1,6,12,17,30,20,25
IndiGo,Delhi,Cochin,DEL → HYD → COK,490,1,6,12,14,20,22,30
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,765,1,6,15,9,45,22,30
IndiGo,Delhi,Cochin,DEL → BOM → COK,300,1,6,1,16,0,21,0
Vistara Premium economy,Chennai,Kolkata,MAA → CCU,135,0,3,1,7,5,9,20
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,5,15,15,15,1,30
Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,525,2,6,6,14,30,23,15
Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,435,1,5,15,10,20,17,35
GoAir,Delhi,Cochin,DEL → AMD → COK,355,1,5,21,7,25,13,20
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,3,27,8,45,13,15
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,24,13,15,15,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,680,1,3,18,11,40,23,0
Air India,Delhi,Cochin,DEL → BOM → COK,555,1,6,3,10,0,19,15
Air India,Delhi,Cochin,DEL → COK,180,0,3,21,14,10,17,10
Vistara,Banglore,Delhi,BLR → DEL,170,0,4,27,9,45,12,35
IndiGo,Banglore,New Delhi,BLR → DEL,170,0,3,9,16,55,19,45
Air India,Delhi,Cochin,DEL → MAA → COK,1640,1,6,9,6,5,9,25
IndiGo,Delhi,Cochin,DEL → BOM → COK,305,1,3,3,20,30,1,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,6,12,7,0,21,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,5,24,8,25,20,45
IndiGo,Delhi,Cochin,DEL → BOM → COK,575,1,6,24,11,25,21,0
Air India,Kolkata,Banglore,CCU → BLR,155,0,3,12,20,45,23,20
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,5,21,2,55,4,20
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4,15,22,15,0,50
Air India,Delhi,Cochin,DEL → MAA → COK,1420,1,3,27,9,45,9,25
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1685,1,6,9,17,0,21,5
IndiGo,Banglore,New Delhi,BLR → DEL,170,0,3,24,16,55,19,45
Air India,Kolkata,Banglore,CCU → HYD → BLR,965,1,5,1,19,0,11,5
IndiGo,Delhi,Cochin,DEL → COK,195,0,5,12,5,35,8,50
Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,2,6,9,9,25,5,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,755,1,5,18,6,40,19,15
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4,24,16,55,19,55
IndiGo,Delhi,Cochin,DEL → HYD → COK,665,1,6,27,5,5,16,10
Air India,Kolkata,Banglore,CCU → HYD → BLR,965,1,6,9,19,0,11,5
Air India,Delhi,Cochin,DEL → BLR → COK,1350,1,3,27,9,45,8,15
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,1470,2,5,27,7,10,7,40
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,6,27,7,0,19,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,860,1,6,9,6,40,21,0
Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,1320,2,5,9,14,30,12,30
Air India,Delhi,Cochin,DEL → BOM → COK,1360,1,5,18,9,0,7,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,850,1,4,1,8,25,22,35
Vistara,Kolkata,Banglore,CCU → DEL → BLR,945,1,3,24,7,10,22,55
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,6,6,5,50,20,25
Air India,Banglore,New Delhi,BLR → VGA → DEL,1490,1,3,9,10,30,11,20
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,6,13,0,15,50
IndiGo,Delhi,Cochin,DEL → MAA → COK,315,1,5,21,7,15,12,30
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,290,1,4,9,15,15,20,5
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,6,9,5,30,19,0
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4,9,15,15,17,45
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,3,27,12,0,19,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,625,1,5,21,10,35,21,0
IndiGo,Kolkata,Banglore,CCU → PNQ → BLR,315,1,5,12,21,0,2,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,685,1,3,1,7,0,18,25
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,6,1,7,10,16,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1545,1,4,1,6,30,8,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,520,1,5,6,20,0,4,40
Air Asia,Banglore,Delhi,BLR → DEL,170,0,5,1,23,55,2,45
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,3,8,20,11,20
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4,24,15,15,17,45
Air India,Kolkata,Banglore,CCU → BLR,155,0,5,15,20,45,23,20
Air India,Kolkata,Banglore,CCU → BLR,155,0,5,18,20,45,23,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,745,1,3,1,8,55,21,20
IndiGo,Delhi,Cochin,DEL → BOM → COK,810,1,5,9,7,30,21,0
Vistara,Banglore,Delhi,BLR → DEL,160,0,4,1,7,0,9,40
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,9,19,50,22,50
Air Asia,Delhi,Cochin,DEL → BLR → COK,340,1,6,3,16,45,22,25
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,5,3,11,35,14,0
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,15,17,45,20,45
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,240,1,5,24,6,20,10,20
Air India,Kolkata,Banglore,CCU → BLR,155,0,6,3,20,45,23,20
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,555,1,6,27,10,0,19,15
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4,3,0,30,3,25
Jet Airways,Banglore,New Delhi,BLR → DEL,180,0,3,24,18,55,21,55
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1055,1,3,18,14,5,7,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,6,9,18,55,19,50
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,435,1,5,12,11,15,18,30
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,5,18,22,50,1,20
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,21,23,30,2,20
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6,6,7,10,10,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,745,1,3,9,6,50,19,15
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3,24,7,55,10,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,3,3,7,0,21,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1280,1,3,6,11,40,9,0
Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,565,3,6,9,11,35,21,0
Air India,Kolkata,Banglore,CCU → BBI → HYD → BLR,1170,2,5,6,9,10,4,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,435,1,5,27,18,15,1,30
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,495,1,3,1,7,0,15,15
IndiGo,Banglore,Delhi,BLR → DEL,175,0,5,15,0,30,3,25
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,805,2,5,15,9,50,23,15
Air India,Mumbai,Hyderabad,BOM → HYD,75,0,3,3,19,30,20,45
Air India,Delhi,Cochin,DEL → BOM → COK,1455,1,5,27,19,0,19,15
Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,2,6,12,16,50,13,45
SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,315,1,4,3,15,5,20,20
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,6,1,9,30,12,20
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,6,3,7,10,16,10
IndiGo,Banglore,Delhi,BLR → DEL,165,0,5,1,6,5,8,50
Vistara,Banglore,Delhi,BLR → DEL,170,0,5,27,9,45,12,35
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1265,1,5,21,21,10,18,15
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,6,24,9,40,4,25
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,21,10,10,13,0
IndiGo,Delhi,Cochin,DEL → BOM → COK,415,1,5,6,18,35,1,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,395,1,5,18,6,0,12,35
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,1,4,0,6,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,5,12,20,0,9,20
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,6,15,7,10,16,10
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,615,1,3,12,21,25,7,40
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,5,3,6,0,8,45
GoAir,Banglore,Delhi,BLR → DEL,165,0,6,1,20,55,23,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,825,1,6,3,22,50,12,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,560,1,5,27,11,40,21,0
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,15,14,45,17,5
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,3,6,10,20,19,15
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,1,10,10,13,0
IndiGo,Chennai,Kolkata,MAA → CCU,135,0,3,15,13,20,15,35
IndiGo,Banglore,New Delhi,BLR → DEL,175,0,3,9,20,0,22,55
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,1470,2,5,21,18,45,19,15
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,5,21,13,25,12,35
Air India,Kolkata,Banglore,CCU → BBI → BOM → BLR,1390,2,6,6,12,0,11,10
Air India,Delhi,Cochin,DEL → COK,185,0,6,3,18,5,21,10
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1080,1,5,21,20,25,14,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,6,3,15,15,1,30
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,3,27,15,20,17,55
Vistara,Kolkata,Banglore,CCU → DEL → BLR,975,1,4,1,7,10,23,25
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,3,18,10,10,12,55
GoAir,Banglore,Delhi,BLR → DEL,175,0,4,27,7,45,10,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1655,1,5,24,20,0,23,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,595,1,3,3,8,55,18,50
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,3,18,17,15,19,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1110,1,3,6,9,55,4,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1285,1,3,6,22,20,19,45
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,6,18,6,20,7,40
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4,24,14,25,16,55
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,24,8,20,11,20
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,3,18,19,35,22,5
Air India,Delhi,Cochin,DEL → TRV → COK,1535,1,6,27,5,15,6,50
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,805,1,3,21,5,45,19,10
Air India,Chennai,Kolkata,MAA → CCU,135,0,3,15,11,40,13,55
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3,15,8,20,10,35
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,27,13,0,15,50
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,600,1,5,21,14,55,0,55
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,4,1,5,45,7,15
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1065,1,5,21,17,0,10,45
Air India,Banglore,New Delhi,BLR → DEL,165,0,3,24,21,10,23,55
IndiGo,Banglore,New Delhi,BLR → DEL,180,0,3,1,8,30,11,30
IndiGo,Delhi,Cochin,DEL → BOM → COK,305,1,6,27,20,25,1,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,900,1,6,6,6,0,21,0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,690,1,5,15,9,35,21,5
IndiGo,Delhi,Cochin,DEL → BLR → COK,290,1,5,27,15,10,20,0
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,710,1,4,1,7,35,19,25
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,9,13,15,15,35
Jet Airways,Banglore,New Delhi,BLR → DEL,160,0,3,9,18,20,21,0
Air India,Mumbai,Hyderabad,BOM → HYD,85,0,3,15,15,0,16,25
SpiceJet,Banglore,New Delhi,BLR → DEL,175,0,3,21,9,35,12,30
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,27,6,25,7,55
Vistara,Delhi,Cochin,DEL → COK,190,0,6,18,6,0,9,10
SpiceJet,Kolkata,Banglore,CCU → BLR,160,0,3,15,6,55,9,35
Air India,Banglore,Delhi,BLR → DEL,165,0,4,3,17,0,19,45
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1555,1,5,9,7,10,9,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1040,1,6,1,19,15,12,35
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,4,9,20,15,19,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,505,1,3,27,17,10,1,35
Air Asia,Kolkata,Banglore,CCU → BLR,155,0,3,9,10,20,12,55
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1580,2,6,12,16,55,19,15
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,5,12,11,35,14,0
Air India,Delhi,Cochin,DEL → BLR → COK,570,1,6,15,13,30,23,0
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,12,4,40,7,15
Air India,Delhi,Cochin,DEL → BOM → COK,1480,1,3,6,7,0,7,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1105,1,5,27,10,0,4,25
IndiGo,Banglore,Delhi,BLR → DEL,165,0,5,6,1,30,4,15
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,5,3,21,20,22,50
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,970,2,5,21,16,45,8,55
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,4,24,8,45,13,15
Vistara,Kolkata,Banglore,CCU → DEL → BLR,975,1,5,18,7,10,23,25
IndiGo,Kolkata,Banglore,CCU → BBI → BLR,330,1,5,15,7,10,12,40
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3,6,19,35,21,55
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,6,12,22,0,19,15
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4,15,15,15,18,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,705,1,5,15,6,30,18,15
Vistara,Banglore,New Delhi,BLR → AMD → DEL,355,1,3,3,6,40,12,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1585,1,3,12,20,35,23,0
Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,2280,3,6,6,5,15,19,15
IndiGo,Delhi,Cochin,DEL → HYD → COK,835,1,5,9,8,35,22,30
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,375,1,3,21,14,5,20,20
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,1045,2,4,1,5,50,23,15
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3,18,7,55,10,15
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,870,2,3,9,13,55,4,25
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,6,27,22,20,0,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,490,1,5,18,12,50,21,0
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,405,1,3,15,11,40,18,25
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,6,21,22,50,1,20
Air India,Delhi,Cochin,DEL → MAA → COK,1640,1,5,21,6,5,9,25
IndiGo,Banglore,Delhi,BLR → DEL,165,0,5,6,6,5,8,50
IndiGo,Banglore,Delhi,BLR → DEL,180,0,6,18,16,55,19,55
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1645,1,3,24,17,0,20,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,3,6,9,0,19,15
Air India,Delhi,Cochin,DEL → MAA → COK,1420,1,6,12,9,45,9,25
Air India,Kolkata,Banglore,CCU → HYD → BLR,580,1,4,1,19,0,4,40
Air India,Delhi,Cochin,DEL → MAA → COK,1420,1,6,9,9,45,9,25
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,330,1,5,18,15,55,21,25
Vistara,Banglore,Delhi,BLR → DEL,165,0,4,18,19,30,22,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,570,1,3,15,8,55,18,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,470,1,3,1,16,55,0,45
